1,0.0152723
2,0.000903382
3,2.90297e-05
4,1.62293e-06
5,4.73355e-08
6,1.08764e-08
7,7.20765e-09
8,7.27259e-09
9,5.32457e-09
10,7.66219e-09
11,6.42845e-09
12,6.68818e-09
13,5.71418e-09
14,5.51937e-09
15,3.83109e-09
16,6.46091e-09
17,8.08426e-09
18,3.50643e-09
19,6.16871e-09
20,5.97391e-09
